dataset,trans_num,cvr_code,pct_cvr,pct_comp,lon,lat
gv_data,54,EPF,0.08333333333333334,0.08166666666666667,-114.031679,46.70943
gv_data,54,EPG,85.75,88.86,-114.031679,46.70943
gv_data,57,NAF,0.5,0.55,-114.022099,46.710755
gv_data,57,NAG,0,0,-114.022099,46.710755
gv_data,57,NPF,8,10.586666666666666,-114.022099,46.710755
gv_data,57,NPG,41.333333333333336,52.17,-114.022099,46.710755
gv_data,57,EAF,6.666666666666667,7.456666666666667,-114.022099,46.710755
gv_data,57,EAG,21.666666666666668,27.186666666666667,-114.022099,46.710755
gv_data,57,EPF,0.16666666666666669,0.16999999999999998,-114.022099,46.710755
gv_data,57,EPG,1.6666666666666667,1.88,-114.022099,46.710755
gv_data,59,NAF,2,2.455,-114.015712,46.711638
gv_data,59,NAG,0,0,-114.015712,46.711638
gv_data,59,NPF,11.25,12.945,-114.015712,46.711638
gv_data,59,NPG,54,61.215,-114.015712,46.711638
gv_data,59,EAF,4,4.72,-114.015712,46.711638
gv_data,59,EAG,6.25,7.4399999999999995,-114.015712,46.711638
gv_data,59,EPF,4,4.63,-114.015712,46.711638
gv_data,59,EPG,5.5,6.595,-114.015712,46.711638
gv_data,60,NAF,0.3333333333333333,0.5333333333333333,-114.012518,46.712079
gv_data,60,NAG,0,0,-114.012518,46.712079
gv_data,60,NPF,0.5,0.75,-114.012518,46.712079
gv_data,60,NPG,14.333333333333334,21.8,-114.012518,46.712079
gv_data,60,EAF,0.5,0.7666666666666666,-114.012518,46.712079
gv_data,60,EAG,14.5,22.816666666666666,-114.012518,46.712079
gv_data,60,EPF,11.166666666666666,16.273333333333333,-114.012518,46.712079
gv_data,60,EPG,24.333333333333332,37.06666666666667,-114.012518,46.712079
gv_data,61,NAF,1.5,2.4000000000000004,-114.009325,46.71252
gv_data,61,NAG,0,0,-114.009325,46.71252
gv_data,61,NPF,6.666666666666667,9.566666666666666,-114.009325,46.71252
gv_data,61,NPG,19.833333333333332,28.419999999999998,-114.009325,46.71252
gv_data,61,EAF,0.33333333333333337,0.5333333333333334,-114.009325,46.71252
gv_data,61,EAG,11.833333333333334,16.583333333333332,-114.009325,46.71252
gv_data,61,EPF,14.333333333333334,20.393333333333334,-114.009325,46.71252
gv_data,61,EPG,15.166666666666666,22.10666666666667,-114.009325,46.71252
gv_data,62,NAF,0.75,0.97,-114.006131,46.712961
gv_data,62,NAG,0,0,-114.006131,46.712961
gv_data,62,NPF,5.125,7.62,-114.006131,46.712961
gv_data,62,NPG,49,82.195,-114.006131,46.712961
gv_data,62,EAF,4.125,6.74,-114.006131,46.712961
gv_data,62,EAG,0.25,0.52,-114.006131,46.712961
gv_data,62,EPF,0.125,0.13,-114.006131,46.712961
gv_data,62,EPG,1.25,1.8225,-114.006131,46.712961
gv_data,67,NAF,0.75,0.7225,-114.011879,46.709874
gv_data,67,NAG,0.125,0.1375,-114.011879,46.709874
gv_data,67,NPF,12.875,13.82,-114.011879,46.709874
gv_data,67,NPG,53.75,60.495,-114.011879,46.709874
gv_data,67,EAF,11.5,12.0025,-114.011879,46.709874
gv_data,67,EAG,1.25,1.56,-114.011879,46.709874
gv_data,67,EPF,0.25,0.2725,-114.011879,46.709874
gv_data,67,EPG,10.125,10.99,-114.011879,46.709874
gv_data,68,NAF,1.5,1.525,-114.008686,46.710315
gv_data,68,NAG,0,0,-114.008686,46.710315
gv_data,68,NPF,16.25,17.5275,-114.008686,46.710315
gv_data,68,NPG,66.375,73.72,-114.008686,46.710315
gv_data,68,EAF,6.375,6.3025,-114.008686,46.710315
gv_data,68,EAG,0.375,0.47250000000000003,-114.008686,46.710315
gv_data,68,EPF,0.375,0.4575,-114.008686,46.710315
gv_data,68,EPG,0,0,-114.008686,46.710315
gv_data,75,NAF,11.5,8.836666666666666,-114.008047,46.70811
gv_data,75,NAG,0,0,-114.008047,46.70811
gv_data,75,NPF,13.166666666666666,11.976666666666667,-114.008047,46.70811
gv_data,75,NPG,56.666666666666664,53.16,-114.008047,46.70811
gv_data,75,EAF,19,15.436666666666667,-114.008047,46.70811
gv_data,75,EAG,1.3333333333333333,1.5466666666666666,-114.008047,46.70811
gv_data,75,EPF,6.666666666666667,6.043333333333333,-114.008047,46.70811
gv_data,75,EPG,2.333333333333333,2.99,-114.008047,46.70811
gv_data,76,NAF,0.6666666666666666,2.3333333333333335,-114.004854,46.708551
gv_data,76,NAG,0,0,-114.004854,46.708551
gv_data,76,NPF,0.8333333333333333,4.066666666666666,-114.004854,46.708551
gv_data,76,NPG,12.166666666666666,39.11333333333334,-114.004854,46.708551
gv_data,76,EAF,1.3333333333333335,6.296666666666667,-114.004854,46.708551
gv_data,76,EAG,5.5,19.919999999999998,-114.004854,46.708551
gv_data,76,EPF,2.333333333333333,6.393333333333333,-114.004854,46.708551
gv_data,76,EPG,5.333333333333333,21.876666666666665,-114.004854,46.708551
gv_data,84,NAF,0.5,0.5333333333333333,-114.014434,46.707227
gv_data,84,NAG,0,0,-114.014434,46.707227
gv_data,84,NPF,1.1666666666666667,1.0933333333333333,-114.014434,46.707227
gv_data,84,NPG,9.5,8.323333333333334,-114.014434,46.707227
gv_data,84,EAF,25.833333333333332,20.296666666666667,-114.014434,46.707227
gv_data,84,EAG,26.666666666666668,21.703333333333333,-114.014434,46.707227
gv_data,84,EPF,4.333333333333333,3.15,-114.014434,46.707227
gv_data,84,EPG,48.166666666666664,44.89666666666667,-114.014434,46.707227
gv_data,85,NAF,1,1.095,-114.01124,46.707669
gv_data,85,NAG,0.25,0.415,-114.01124,46.707669
gv_data,85,NPF,15.25,17.8,-114.01124,46.707669
gv_data,85,NPG,37.25,45.894999999999996,-114.01124,46.707669
gv_data,85,EAF,27.5,29.27,-114.01124,46.707669
gv_data,85,EAG,0.5,0.64,-114.01124,46.707669
gv_data,85,EPF,1,1.475,-114.01124,46.707669
gv_data,85,EPG,2.5,3.4050000000000002,-114.01124,46.707669
gv_data,95,NAF,0.25,0.21,-114.010602,46.705463
gv_data,95,NAG,0,0,-114.010602,46.705463
gv_data,95,NPF,7.75,7,-114.010602,46.705463
gv_data,95,NPG,83.5,74.675,-114.010602,46.705463
gv_data,95,EAF,7.25,6.305,-114.010602,46.705463
gv_data,95,EAG,2,1.835,-114.010602,46.705463
gv_data,95,EPF,5,4.465,-114.010602,46.705463
gv_data,95,EPG,6.5,5.51,-114.010602,46.705463
gv_data,96,NAF,1.1666666666666667,1.3666666666666667,-114.007408,46.705905
gv_data,96,NAG,0,0,-114.007408,46.705905
gv_data,96,NPF,13.666666666666666,15.58,-114.007408,46.705905
gv_data,96,NPG,38.333333333333336,45.35666666666666,-114.007408,46.705905
gv_data,96,EAF,1.1666666666666667,1.3666666666666667,-114.007408,46.705905
gv_data,96,EAG,7.333333333333333,8.176666666666668,-114.007408,46.705905
gv_data,96,EPF,8,8.823333333333332,-114.007408,46.705905
gv_data,96,EPG,16.333333333333332,19.330000000000002,-114.007408,46.705905
gv_data,97,NAF,2.6666666666666665,2.63,-114.004215,46.706346
gv_data,97,NAG,0,0,-114.004215,46.706346
gv_data,97,NPF,12.333333333333334,13.883333333333333,-114.004215,46.706346
gv_data,97,NPG,72,73.33333333333333,-114.004215,46.706346
gv_data,97,EAF,2,2.026666666666667,-114.004215,46.706346
gv_data,97,EAG,6.5,6.6033333333333335,-114.004215,46.706346
gv_data,97,EPF,1,0.8400000000000001,-114.004215,46.706346
gv_data,97,EPG,0.6666666666666667,0.6799999999999999,-114.004215,46.706346
gv_data,98,NAF,0,0,-114.029121,46.70061
gv_data,98,NAG,0,0,-114.029121,46.70061
gv_data,98,NPF,3.4,3.2359999999999998,-114.029121,46.70061
gv_data,98,NPG,0.3,0.27,-114.029121,46.70061
gv_data,98,EAF,0.4,0.374,-114.029121,46.70061
gv_data,98,EAG,0,0,-114.029121,46.70061
gv_data,98,EPF,0.9,0.8140000000000001,-114.029121,46.70061
gv_data,98,EPG,99.6,95.302,-114.029121,46.70061
gv_data,99,NAF,0.16666666666666669,0.15666666666666668,-114.025928,46.701051
gv_data,99,NAG,0,0,-114.025928,46.701051
gv_data,99,NPF,1.8333333333333335,1.7066666666666666,-114.025928,46.701051
gv_data,99,NPG,0.3333333333333333,0.34,-114.025928,46.701051
gv_data,99,EAF,0.8333333333333334,0.7833333333333333,-114.025928,46.701051
gv_data,99,EAG,0,0,-114.025928,46.701051
gv_data,99,EPF,1.8333333333333335,1.7066666666666666,-114.025928,46.701051
gv_data,99,EPG,103,95.31333333333333,-114.025928,46.701051
gv_data,101,NAF,0.8333333333333333,0.89,-114.019542,46.701934
gv_data,101,NAG,0,0,-114.019542,46.701934
gv_data,101,NPF,6,6.52,-114.019542,46.701934
gv_data,101,NPG,30.333333333333332,31.913333333333334,-114.019542,46.701934
gv_data,101,EAF,11.166666666666666,12.2,-114.019542,46.701934
gv_data,101,EAG,9,9.883333333333333,-114.019542,46.701934
gv_data,101,EPF,24.166666666666668,24.613333333333333,-114.019542,46.701934
gv_data,101,EPG,12.833333333333334,13.98,-114.019542,46.701934
gv_data,102,NAF,0.6666666666666666,0.6066666666666667,-114.016349,46.702376
gv_data,102,NAG,0,0,-114.016349,46.702376
gv_data,102,NPF,10,9.370000000000001,-114.016349,46.702376
gv_data,102,NPG,27.833333333333332,26.203333333333333,-114.016349,46.702376
gv_data,102,EAF,15.333333333333334,14.299999999999999,-114.016349,46.702376
gv_data,102,EAG,11.5,11.370000000000001,-114.016349,46.702376
gv_data,102,EPF,14.333333333333334,13.493333333333332,-114.016349,46.702376
gv_data,102,EPG,26.166666666666668,24.663333333333334,-114.016349,46.702376
gv_data,103,NAF,2,2.2075,-114.013156,46.702817
gv_data,103,NAG,0.125,0.13,-114.013156,46.702817
gv_data,103,NPF,6.5,7.105,-114.013156,46.702817
gv_data,103,NPG,21.75,24.310000000000002,-114.013156,46.702817
gv_data,103,EAF,29.25,33.27,-114.013156,46.702817
gv_data,103,EAG,4,4.2475,-114.013156,46.702817
gv_data,103,EPF,0.875,0.9200000000000002,-114.013156,46.702817
gv_data,103,EPG,25.375,27.8025,-114.013156,46.702817
gv_data,104,NAF,4.75,4.3500000000000005,-114.009963,46.703258
gv_data,104,NAG,0,0,-114.009963,46.703258
gv_data,104,NPF,7.25,6.675,-114.009963,46.703258
gv_data,104,NPG,72.75,68.055,-114.009963,46.703258
gv_data,104,EAF,7.25,6.915000000000001,-114.009963,46.703258
gv_data,104,EAG,3.25,3.14,-114.009963,46.703258
gv_data,104,EPF,0,0,-114.009963,46.703258
gv_data,104,EPG,11.25,10.87,-114.009963,46.703258
gv_data,105,NAF,3.1666666666666665,3.9266666666666663,-114.00677,46.703699
gv_data,105,NAG,0,0,-114.00677,46.703699
gv_data,105,NPF,8.833333333333334,10.993333333333332,-114.00677,46.703699
gv_data,105,NPG,42.833333333333336,58.72,-114.00677,46.703699
gv_data,105,EAF,11.333333333333334,15.856666666666666,-114.00677,46.703699
gv_data,105,EAG,0.8333333333333334,1.3,-114.00677,46.703699
gv_data,105,EPF,7.333333333333333,9.203333333333333,-114.00677,46.703699
gv_data,105,EPG,0,0,-114.00677,46.703699
gv_data,106,NAF,4,3.183333333333333,-114.003528,46.704361
gv_data,106,NAG,0,0,-114.003528,46.704361
gv_data,106,NPF,15.166666666666666,12.673333333333334,-114.003528,46.704361
gv_data,106,NPG,88.83333333333333,72.75666666666666,-114.003528,46.704361
gv_data,106,EAF,3.8333333333333335,3,-114.003528,46.704361
gv_data,106,EAG,9.5,8.006666666666668,-114.003528,46.704361
gv_data,106,EPF,0,0,-114.003528,46.704361
gv_data,106,EPG,0.5,0.37666666666666665,-114.003528,46.704361
gv_data,109,NAF,2.3,2.002,-114.032314,46.700168
gv_data,109,NAG,0,0,-114.032314,46.700168
gv_data,109,NPF,1.2,0.986,-114.032314,46.700168
gv_data,109,NPG,0.5,0.402,-114.032314,46.700168
gv_data,109,EAF,25.3,28.782,-114.032314,46.700168
gv_data,109,EAG,11.9,9.952,-114.032314,46.700168
gv_data,109,EPF,6.8,5.466,-114.032314,46.700168
gv_data,109,EPG,58.1,52.408,-114.032314,46.700168
gv_data,110,NAF,1.5,1.6666666666666667,-114.012517,46.700612
gv_data,110,NAG,0,0,-114.012517,46.700612
gv_data,110,NPF,0.5,0.5633333333333334,-114.012517,46.700612
gv_data,110,NPG,15,16.560000000000002,-114.012517,46.700612
gv_data,110,EAF,0.5,0.5800000000000001,-114.012517,46.700612
gv_data,110,EAG,10.166666666666666,11.27,-114.012517,46.700612
gv_data,110,EPF,17.666666666666668,19.283333333333335,-114.012517,46.700612
gv_data,110,EPG,46.333333333333336,50.07333333333333,-114.012517,46.700612
gv_data,111,NAF,1.5,1.59,-114.009324,46.701053
gv_data,111,NAG,0,0,-114.009324,46.701053
gv_data,111,NPF,2.1666666666666665,2.3233333333333333,-114.009324,46.701053
gv_data,111,NPG,31.333333333333332,35.69,-114.009324,46.701053
gv_data,111,EAF,3.6666666666666665,3.893333333333333,-114.009324,46.701053
gv_data,111,EAG,11.833333333333334,17.036666666666665,-114.009324,46.701053
gv_data,111,EPF,7.166666666666667,9.713333333333333,-114.009324,46.701053
gv_data,111,EPG,22.5,29.750000000000004,-114.009324,46.701053
gv_data,112,NAF,0.875,0.73,-114.006131,46.701494
gv_data,112,NAG,0,0,-114.006131,46.701494
gv_data,112,NPF,5.125,4.93,-114.006131,46.701494
gv_data,112,NPG,16,15.505,-114.006131,46.701494
gv_data,112,EAF,4.25,4.3225,-114.006131,46.701494
gv_data,112,EAG,33.375,36.255,-114.006131,46.701494
gv_data,112,EPF,18.125,19.814999999999998,-114.006131,46.701494
gv_data,112,EPG,18.25,18.445,-114.006131,46.701494
gv_data,113,NAF,2.1666666666666665,1.9366666666666668,-114.002938,46.701935
gv_data,113,NAG,0,0,-114.002938,46.701935
gv_data,113,NPF,4.5,3.8699999999999997,-114.002938,46.701935
gv_data,113,NPG,34.333333333333336,29.1,-114.002938,46.701935
gv_data,113,EAF,4.833333333333333,3.8899999999999997,-114.002938,46.701935
gv_data,113,EAG,42.5,36.11,-114.002938,46.701935
gv_data,113,EPF,20,16.169999999999998,-114.002938,46.701935
gv_data,113,EPG,9.666666666666666,8.926666666666666,-114.002938,46.701935
gv_data,114,NAF,1.75,1.16,-113.999744,46.702376
gv_data,114,NAG,0,0,-113.999744,46.702376
gv_data,114,NPF,7.25,5.824999999999999,-113.999744,46.702376
gv_data,114,NPG,21.25,15.775,-113.999744,46.702376
gv_data,114,EAF,3.25,2.765,-113.999744,46.702376
gv_data,114,EAG,77,59.775000000000006,-113.999744,46.702376
gv_data,114,EPF,17.75,14,-113.999744,46.702376
gv_data,114,EPG,0.75,0.7,-113.999744,46.702376
gv_data,123,NAF,0,0,-114.028481,46.698405
gv_data,123,NAG,0,0,-114.028481,46.698405
gv_data,123,NPF,1.2,1.134,-114.028481,46.698405
gv_data,123,NPG,0.3,0.296,-114.028481,46.698405
gv_data,123,EAF,1.2,1.084,-114.028481,46.698405
gv_data,123,EAG,0.4,0.41200000000000003,-114.028481,46.698405
gv_data,123,EPF,4.4,4.234,-114.028481,46.698405
gv_data,123,EPG,100.2,92.84,-114.028481,46.698405
gv_data,125,NAF,0,0,-114.022096,46.699288
gv_data,125,NAG,0,0,-114.022096,46.699288
gv_data,125,NPF,2,2.5300000000000002,-114.022096,46.699288
gv_data,125,NPG,37.25,49.775,-114.022096,46.699288
gv_data,125,EAF,17,19.89,-114.022096,46.699288
gv_data,125,EAG,8.5,10.59,-114.022096,46.699288
gv_data,125,EPF,0,0,-114.022096,46.699288
gv_data,125,EPG,13,17.21,-114.022096,46.699288
gv_data,126,NAF,0.75,0.8724999999999999,-114.018903,46.699729
gv_data,126,NAG,0,0,-114.018903,46.699729
gv_data,126,NPF,0.625,0.68,-114.018903,46.699729
gv_data,126,NPG,21.625,18.044999999999998,-114.018903,46.699729
gv_data,126,EAF,0.375,0.2675,-114.018903,46.699729
gv_data,126,EAG,29.125,23.6,-114.018903,46.699729
gv_data,126,EPF,17.875,16.52,-114.018903,46.699729
gv_data,126,EPG,16.375,15.015,-114.018903,46.699729
gv_data,127,NAF,0.25,0.25,-114.01571,46.70017
gv_data,127,NAG,0,0,-114.01571,46.70017
gv_data,127,NPF,0.75,0.745,-114.01571,46.70017
gv_data,127,NPG,62.75,66.32000000000001,-114.01571,46.70017
gv_data,127,EAF,0,0,-114.01571,46.70017
gv_data,127,EAG,5.25,5.39,-114.01571,46.70017
gv_data,127,EPF,0,0,-114.01571,46.70017
gv_data,127,EPG,27,27.305,-114.01571,46.70017
gv_data,140,NAF,0,0,-114.021456,46.697083
gv_data,140,NAG,0,0,-114.021456,46.697083
gv_data,140,NPF,1.25,1.08,-114.021456,46.697083
gv_data,140,NPG,18.25,15.8,-114.021456,46.697083
gv_data,140,EAF,29,17.740000000000002,-114.021456,46.697083
gv_data,140,EAG,0.5,0.28,-114.021456,46.697083
gv_data,140,EPF,0,0,-114.021456,46.697083
gv_data,140,EPG,97.75,65.1,-114.021456,46.697083
gv_data,141,NAF,0.3333333333333333,0.44,-114.018264,46.697524
gv_data,141,NAG,0,0,-114.018264,46.697524
gv_data,141,NPF,1.1666666666666667,1.8166666666666667,-114.018264,46.697524
gv_data,141,NPG,8.166666666666666,12.173333333333332,-114.018264,46.697524
gv_data,141,EAF,5,6.726666666666667,-114.018264,46.697524
gv_data,141,EAG,0,0,-114.018264,46.697524
gv_data,141,EPF,0,0,-114.018264,46.697524
gv_data,141,EPG,55.666666666666664,78.84333333333333,-114.018264,46.697524
gv_data,142,NAF,1.5,1.795,-114.015071,46.697965
gv_data,142,NAG,0,0,-114.015071,46.697965
gv_data,142,NPF,0.625,0.81,-114.015071,46.697965
gv_data,142,NPG,2.25,2.6175,-114.015071,46.697965
gv_data,142,EAF,19,17.544999999999998,-114.015071,46.697965
gv_data,142,EAG,2.625,3.55,-114.015071,46.697965
gv_data,142,EPF,0,0,-114.015071,46.697965
gv_data,142,EPG,68.625,73.68249999999999,-114.015071,46.697965
gv_data,143,NAF,0.5,0.5966666666666667,-114.011878,46.698407
gv_data,143,NAG,0.16666666666666669,0.14666666666666667,-114.011878,46.698407
gv_data,143,NPF,5.166666666666667,5.083333333333334,-114.011878,46.698407
gv_data,143,NPG,31.666666666666668,31.216666666666665,-114.011878,46.698407
gv_data,143,EAF,16,14.623333333333333,-114.011878,46.698407
gv_data,143,EAG,25.833333333333332,26.306666666666665,-114.011878,46.698407
gv_data,143,EPF,17.333333333333332,17.66,-114.011878,46.698407
gv_data,143,EPG,5,4.366666666666666,-114.011878,46.698407
gv_data,144,NAF,9.333333333333334,6.503333333333333,-114.008685,46.698848
gv_data,144,NAG,0,0,-114.008685,46.698848
gv_data,144,NPF,8,6.273333333333333,-114.008685,46.698848
gv_data,144,NPG,39.833333333333336,30.273333333333333,-114.008685,46.698848
gv_data,144,EAF,18.666666666666668,13.466666666666667,-114.008685,46.698848
gv_data,144,EAG,15.333333333333334,11.156666666666666,-114.008685,46.698848
gv_data,144,EPF,18.5,13.926666666666666,-114.008685,46.698848
gv_data,144,EPG,24.166666666666668,18.4,-114.008685,46.698848
gv_data,145,NAF,5.5,3.8099999999999996,-114.005492,46.699289
gv_data,145,NAG,0,0,-114.005492,46.699289
gv_data,145,NPF,12.75,8.555,-114.005492,46.699289
gv_data,145,NPG,101.75,70.69999999999999,-114.005492,46.699289
gv_data,145,EAF,18,12.055,-114.005492,46.699289
gv_data,145,EAG,2.25,1.445,-114.005492,46.699289
gv_data,145,EPF,5.25,3.2300000000000004,-114.005492,46.699289
gv_data,145,EPG,0.25,0.2,-114.005492,46.699289
gv_data,150,NAF,0.25,0.255,-114.020817,46.694877
gv_data,150,NAG,0,0,-114.020817,46.694877
gv_data,150,NPF,0,0,-114.020817,46.694877
gv_data,150,NPG,9.5,9.645,-114.020817,46.694877
gv_data,150,EAF,1.25,1.17,-114.020817,46.694877
gv_data,150,EAG,0.5,0.51,-114.020817,46.694877
gv_data,150,EPF,0,0,-114.020817,46.694877
gv_data,150,EPG,99,88.42,-114.020817,46.694877
gv_data,151,NAF,0.125,0.15250000000000002,-114.017625,46.695319
gv_data,151,NAG,0,0,-114.017625,46.695319
gv_data,151,NPF,0,0,-114.017625,46.695319
gv_data,151,NPG,7,8.790000000000001,-114.017625,46.695319
gv_data,151,EAF,0.875,1.1099999999999999,-114.017625,46.695319
gv_data,151,EAG,61.25,81.9075,-114.017625,46.695319
gv_data,151,EPF,1.875,2.2875000000000005,-114.017625,46.695319
gv_data,151,EPG,4.625,5.7524999999999995,-114.017625,46.695319
gv_data,152,NAF,0,0,-114.014432,46.69576
gv_data,152,NAG,0,0,-114.014432,46.69576
gv_data,152,NPF,2.5,3.96,-114.014432,46.69576
gv_data,152,NPG,28.5,34.58,-114.014432,46.69576
gv_data,152,EAF,2.25,3.69,-114.014432,46.69576
gv_data,152,EAG,29.75,41.9,-114.014432,46.69576
gv_data,152,EPF,9.5,11.055,-114.014432,46.69576
gv_data,152,EPG,3,4.815,-114.014432,46.69576
gv_data,153,NAF,0.25,0.34,-114.011239,46.696201
gv_data,153,NAG,0,0,-114.011239,46.696201
gv_data,153,NPF,2.5,3.5549999999999997,-114.011239,46.696201
gv_data,153,NPG,23.5,37.085,-114.011239,46.696201
gv_data,153,EAF,12,22.43,-114.011239,46.696201
gv_data,153,EAG,15.5,24.32,-114.011239,46.696201
gv_data,153,EPF,7,11.59,-114.011239,46.696201
gv_data,153,EPG,0.5,0.675,-114.011239,46.696201
gv_data,154,NAF,0.25,0.675,-114.008046,46.696643
gv_data,154,NAG,0,0,-114.008046,46.696643
gv_data,154,NPF,2,4.055,-114.008046,46.696643
gv_data,154,NPG,22.5,45.495,-114.008046,46.696643
gv_data,154,EAF,18.75,43.92,-114.008046,46.696643
gv_data,154,EAG,1,1.8,-114.008046,46.696643
gv_data,154,EPF,1,2.0250000000000004,-114.008046,46.696643
gv_data,154,EPG,0.75,2.025,-114.008046,46.696643
gv_data,155,NAF,0.75,0.96,-114.004853,46.697084
gv_data,155,NAG,0,0,-114.004853,46.697084
gv_data,155,NPF,14,17.16,-114.004853,46.697084
gv_data,155,NPG,46.25,52.825,-114.004853,46.697084
gv_data,155,EAF,9.25,10.805,-114.004853,46.697084
gv_data,155,EAG,3,3.125,-114.004853,46.697084
gv_data,155,EPF,11.75,12.61,-114.004853,46.697084
gv_data,155,EPG,1.75,2.52,-114.004853,46.697084
gv_data,156,NAF,6.75,7.29,-114.001661,46.697525
gv_data,156,NAG,0,0,-114.001661,46.697525
gv_data,156,NPF,11.25,12.34,-114.001661,46.697525
gv_data,156,NPG,37.75,40.620000000000005,-114.001661,46.697525
gv_data,156,EAF,19.5,23.125,-114.001661,46.697525
gv_data,156,EAG,5,5.1899999999999995,-114.001661,46.697525
gv_data,156,EPF,12.25,11.440000000000001,-114.001661,46.697525
gv_data,156,EPG,0,0,-114.001661,46.697525
gv_data,167,NAF,1.6666666666666665,1.2066666666666666,-114.001022,46.695319
gv_data,167,NAG,0,0,-114.001022,46.695319
gv_data,167,NPF,2.3333333333333335,2.02,-114.001022,46.695319
gv_data,167,NPG,24.833333333333332,19.03666666666667,-114.001022,46.695319
gv_data,167,EAF,8.5,8.49,-114.001022,46.695319
gv_data,167,EAG,75,59.24666666666666,-114.001022,46.695319
gv_data,167,EPF,9.166666666666666,6.9366666666666665,-114.001022,46.695319
gv_data,167,EPG,4.166666666666667,3.0566666666666666,-114.001022,46.695319
gv_data,168,NAF,10.25,8.445,-113.997829,46.69576
gv_data,168,NAG,0,0,-113.997829,46.69576
